,TQQQ,TMF,UCO,YINN,GUSH,AGQ
09:30:05,35.09000015258789,12.529999732971191,178.2100067138672,3.4800000190734863,183.23980712890625,30.795000076293945
09:30:10,35.275001525878906,12.510000228881836,178.25,3.4700000286102295,183.80880737304688,30.795000076293945
09:30:15,35.310001373291016,12.5,178.4600067138672,3.4800000190734863,183.59219360351562,30.704999923706055
09:30:20,35.185001373291016,12.520000457763672,178.39500427246094,3.490000009536743,184.0,30.75
09:30:25,35.18000030517578,12.520000457763672,178.57000732421875,3.490000009536743,184.8000030517578,30.760000228881836
09:30:30,35.130001068115234,12.489999771118164,178.5,3.4800000190734863,184.35000610351562,30.739999771118164
09:30:35,35.18989944458008,12.489999771118164,178.28599548339844,3.4800000190734863,184.00999450683594,30.739999771118164
09:30:40,35.060001373291016,12.479999542236328,178.2635040283203,3.4700000286102295,184.00999450683594,30.739999771118164
09:30:45,35.06650161743164,12.484999656677246,178.2635040283203,3.470900058746338,182.86000061035156,30.739999771118164
09:30:50,35.025001525878906,12.494999885559082,178.156005859375,3.4700000286102295,182.4897003173828,30.741100311279297
09:30:55,34.9900016784668,12.494999885559082,178.0,3.4700000286102295,182.375,30.739999771118164
09:31:00,34.95000076293945,12.489999771118164,178.0,3.470599889755249,182.0,30.729999542236328
09:31:05,34.970001220703125,12.505000114440918,178.05999755859375,3.4700000286102295,182.0426025390625,30.6643009185791
09:31:10,35.029998779296875,12.5,177.88040161132812,3.4700000286102295,181.73849487304688,30.6643009185791
09:31:15,35.18000030517578,12.5,178.02000427246094,3.4749999046325684,182.5399932861328,30.670000076293945
09:31:20,35.21989822387695,12.5,177.97000122070312,3.4798998832702637,182.2949981689453,30.670000076293945
09:31:25,35.27000045776367,12.510000228881836,178.0800018310547,3.4700000286102295,182.2949981689453,30.670000076293945
09:31:30,35.220001220703125,12.509699821472168,178.02000427246094,3.4600000381469727,182.3365936279297,30.670000076293945
09:31:35,35.220001220703125,12.479999542236328,178.0399932861328,3.45989990234375,182.53500366210938,30.670000076293945
09:31:40,35.24879837036133,12.470000267028809,178.0131072998047,3.45989990234375,182.85989379882812,30.68000030517578
09:31:45,35.310001373291016,12.470000267028809,178.16000366210938,3.469899892807007,182.65499877929688,30.68000030517578
09:31:50,35.28499984741211,12.460000038146973,178.17999267578125,3.4591000080108643,182.2512969970703,30.690000534057617
09:31:55,35.27870178222656,12.460000038146973,178.07000732421875,3.450000047683716,182.2512969970703,30.690000534057617
09:32:00,35.349998474121094,12.470000267028809,178.1999969482422,3.4549999237060547,182.889892578125,30.690000534057617
09:32:05,35.29999923706055,12.460000038146973,178.14219665527344,3.450000047683716,182.889892578125,30.649999618530273
09:32:10,35.240501403808594,12.45989990234375,177.97500610351562,3.4489998817443848,182.37350463867188,30.611000061035156
09:32:15,35.1968994140625,12.449999809265137,177.88999938964844,3.4489998817443848,182.3300018310547,30.611000061035156
09:32:20,35.11000061035156,12.449999809265137,177.7100067138672,3.434999942779541,182.0800018310547,30.611000061035156
09:32:25,35.099998474121094,12.449999809265137,177.80999755859375,3.4395999908447266,182.07000732421875,30.611000061035156
09:32:30,35.16999816894531,12.440099716186523,177.88999938964844,3.430000066757202,181.72999572753906,30.649999618530273
09:32:35,35.06999969482422,12.4399995803833,177.6826934814453,3.424999952316284,181.8914031982422,30.639999389648438
09:32:40,35.02989959716797,12.4399995803833,177.64999389648438,3.430000066757202,181.81500244140625,30.631900787353516
09:32:45,34.959999084472656,12.4399995803833,177.7899932861328,3.430000066757202,181.60000610351562,30.631900787353516
09:32:50,34.94049835205078,12.4399995803833,177.88999938964844,3.4298999309539795,182.0500030517578,30.631900787353516
09:32:55,34.91999816894531,12.4399995803833,177.88999938964844,3.4296998977661133,181.86000061035156,30.639999389648438
09:33:00,34.84000015258789,12.4399995803833,178.0131072998047,3.424999952316284,181.86000061035156,30.639999389648438
09:33:05,34.808799743652344,12.4399995803833,177.8300018310547,3.428499937057495,181.92999267578125,30.645000457763672
09:33:10,34.810001373291016,12.4399995803833,177.8542938232422,3.428499937057495,181.92999267578125,30.645000457763672
09:33:15,34.75,12.430000305175781,177.8800048828125,3.4200000762939453,182.0251007080078,30.645000457763672
09:33:20,34.724998474121094,12.430000305175781,177.85000610351562,3.424999952316284,182.89999389648438,30.645000457763672
09:33:25,34.64500045776367,12.430000305175781,177.83799743652344,3.4200000762939453,182.87989807128906,30.61359977722168
09:33:30,34.59000015258789,12.430000305175781,177.89999389648438,3.424999952316284,182.75,30.639999389648438
09:33:35,34.59000015258789,12.430000305175781,177.87899780273438,3.4200000762939453,182.75,30.639999389648438
09:33:40,34.57500076293945,12.425000190734863,177.7899932861328,3.4200000762939453,182.2899932861328,30.66010093688965
09:33:45,34.55870056152344,12.40999984741211,177.91990661621094,3.424999952316284,182.2899932861328,30.700000762939453
09:33:50,34.56999969482422,12.420000076293945,177.50999450683594,3.4200000762939453,182.22999572753906,30.700000762939453
09:33:55,34.56999969482422,12.420000076293945,177.6092071533203,3.419300079345703,182.31500244140625,30.700000762939453
09:34:00,34.54990005493164,12.420100212097168,177.82000732421875,3.4100000858306885,182.05999755859375,30.700000762939453
09:34:05,34.55009841918945,12.430000305175781,177.82000732421875,3.4049999713897705,182.05999755859375,30.700000762939453
09:34:10,34.65869903564453,12.430000305175781,177.82000732421875,3.4100000858306885,182.05999755859375,30.700000762939453
09:34:15,34.66999816894531,12.404999732971191,177.82000732421875,3.4049999713897705,182.26849365234375,30.700000762939453
09:34:20,34.62799835205078,12.399999618530273,177.82000732421875,3.4100000858306885,182.52999877929688,30.700000762939453
09:34:25,34.60100173950195,12.40999984741211,177.82000732421875,3.4195001125335693,182.3300018310547,30.700000762939453
09:34:30,34.599998474121094,12.399999618530273,177.7899932861328,3.4149999618530273,182.14869689941406,30.700000762939453
09:34:35,34.58000183105469,12.390000343322754,177.92999267578125,3.410099983215332,181.83999633789062,30.700000762939453
09:34:40,34.589900970458984,12.399999618530273,177.7917938232422,3.4149999618530273,181.52000427246094,30.68000030517578
09:34:45,34.56999969482422,12.399900436401367,178.00999450683594,3.40939998626709,181.22999572753906,30.68000030517578
09:34:50,34.51110076904297,12.399999618530273,177.97109985351562,3.4100000858306885,181.74850463867188,30.709999084472656
