,TQQQ,TMF,UCO,YINN,GUSH,AGQ
09:30:05,38.4900016784668,13.890000343322754,169.3300018310547,3.990000009536743,182.8300018310547,30.729999542236328
09:30:10,38.529998779296875,13.875,169.58999633789062,3.990000009536743,183.25,30.71150016784668
09:30:15,38.470001220703125,13.880000114440918,169.74879455566406,3.986999988555908,183.30999755859375,30.739999771118164
09:30:20,38.45500183105469,13.885000228881836,169.83999633789062,3.9800000190734863,183.39999389648438,30.770000457763672
09:30:25,38.38999938964844,13.880000114440918,169.6999969482422,3.9800000190734863,183.33929443359375,30.790000915527344
09:30:30,38.380001068115234,13.880000114440918,169.85000610351562,3.9700000286102295,183.37469482421875,30.770000457763672
09:30:35,38.334999084472656,13.880000114440918,169.7100067138672,3.95989990234375,183.17950439453125,30.729999542236328
09:30:40,38.334999084472656,13.880000114440918,169.8966064453125,3.950000047683716,183.10499572753906,30.75
09:30:45,38.369998931884766,13.880000114440918,169.91000366210938,3.9716999530792236,183.43040466308594,30.75
09:30:50,38.36000061035156,13.859999656677246,169.89999389648438,3.9700000286102295,183.43499755859375,30.75
09:30:55,38.380001068115234,13.854999542236328,170.13999938964844,3.9800000190734863,182.8000030517578,30.700000762939453
09:31:00,38.40999984741211,13.854999542236328,170.1699981689453,3.9800000190734863,183.0,30.652000427246094
09:31:05,38.349998474121094,13.859999656677246,170.30999755859375,3.9749999046325684,183.1699981689453,30.709999084472656
09:31:10,38.279998779296875,13.859999656677246,170.75999450683594,3.9700000286102295,183.24220275878906,30.75
09:31:15,38.27360153198242,13.829999923706055,170.97000122070312,3.9649999141693115,183.64999389648438,30.770000457763672
09:31:20,38.220001220703125,13.829999923706055,170.74009704589844,3.9649999141693115,183.64590454101562,30.770000457763672
09:31:25,38.255001068115234,13.819999694824219,170.7301025390625,3.9700000286102295,183.69000244140625,30.770000457763672
09:31:30,38.27000045776367,13.8100004196167,170.65499877929688,3.9700000286102295,183.36000061035156,30.760000228881836
09:31:35,38.29999923706055,13.819999694824219,170.72999572753906,3.9700000286102295,183.19639587402344,30.7632999420166
